repo	commit_hash	code_change	change_type	bug_fixing_commit_count	is_buggy_line	code_change_remove_common_tokens
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 refer to the IBM Redbook [ <NUM> ] publication  	added	0.0	0.0	refer to the IBM Redbook [ <NUM> ] publication 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 self  powervm_connection  destroy  self  instance  None  	added	7.0	1.0	self powervm_connection destroy self instance None 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 % vg  	added	0.0	0.0	% vg 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	  raises  PowerVMConnectionFailed 	added	3.0	1.0	raises PowerVMConnectionFailed 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 lpar_id = self _get_instance  instance_name  [ <STR> ] 	added	4.0	1.0	lpar_id = self _get_instance instance_name [ <STR> ] 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 disk_avail + = int  d_avail  	added	0.0	0.0	disk_avail + = d_avail 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 % instance_name  	added	5.0	1.0	% instance_name 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 self  instance = self _create_instance   	added	4.0	1.0	self instance = self _create_instance 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def power_on  self  instance   	added	7.0	1.0	power_on self instance 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def_create_instance  self   	added	2.0	1.0	def_create_instance self 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	  param conf_data  string containing the LPAR configuration data  	added	1.0	1.0	param conf_data string containing the LPAR configuration data 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 instance = instance  	added	6.0	1.0	instance = instance 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 BaseOperator __ init__  self  ivm_connection  	added	1.0	1.0	BaseOperator __ init__ self ivm_connection 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def get_info  self  instance_name   	added	7.0	1.0	get_info self instance_name 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 return True if lpar_instance else False 	added	1.0	1.0	lpar_instance 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 <STR> Removes a LPAR  	added	1.0	1.0	<STR> Removes a LPAR 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 POWERVM_CPU_INFO =  <STR>  	added	1.0	1.0	POWERVM_CPU_INFO = <STR> 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def power_off  self  instance_name   	added	7.0	1.0	power_off self instance_name 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 cmd = self  command  mkvdev  <STR>  %  disk  vhost  	added	2.0	1.0	cmd = self command mkvdev <STR> % disk vhost 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 remote_path  	added	0.0	0.0	remote_path 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 image_meta [ <STR> 	added	276.0	1.0	image_meta [ <STR> 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 sea = output [ <NUM> ] 	added	3.0	1.0	sea = output [ <NUM> ] 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 from nova import context 	added	44.0	1.0	nova context 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 return infos 	added	1.0	1.0	infos 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 for vg in vgs  	added	0.0	0.0	vg vgs 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 username = connection  username  	added	2.0	1.0	username = connection username 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def unpause  self  instance   	added	2.0	1.0	unpause self instance 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 raise exception  PowerVMConnectionFailed   	added	8.0	1.0	exception PowerVMConnectionFailed 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 size = int  output [ <NUM> ]  	added	1.0	1.0	size = output [ <NUM> ] 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 FLAGS  powervm_mgr_passwd   	added	0.0	0.0	FLAGS powervm_mgr_passwd 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 LOG  debug _ <STR>  % disk_name  	added	7.0	1.0	LOG debug _ <STR> % disk_name 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	  param command  String with the command to run  	added	1.0	1.0	param command String the command to run 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 Searches for the shared ethernet adapter and returns 	added	0.0	0.0	Searches the shared ethernet adapter returns 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 instances = db  instance_get_all_by_host  context  host  	added	1.0	1.0	instances = db instance_get_all_by_host context host 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 <STR> Removes the lv and the connection between its associated vscsi  	added	1.0	1.0	<STR> Removes the lv the connection between its associated vscsi 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 while len  buf  > <NUM>  	added	2.0	1.0	buf > <NUM> 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 default = None  	added	0.0	0.0	default = None 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 exit_status = chan  recv_exit_status   	added	0.0	0.0	exit_status = chan recv_exit_status 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 finalPath = <STR> 	added	2.0	1.0	finalPath = <STR> 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 check_exit_code = check_exit_code  	added	4.0	1.0	check_exit_code = check_exit_code 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 Manage the driver ' s local image cache  	added	0.0	0.0	Manage the driver ' s local image cache 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 conf_data = [ ] 	added	0.0	0.0	conf_data = [ ] 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 user_id  project_id   	added	0.0	0.0	user_id project_id 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 data =   	added	0.0	0.0	data = 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	  param resource_type  the type of resources to list 	added	0.0	0.0	param resource_type the of resources to 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 POWERVM_POWER_STATE =  	added	1.0	1.0	POWERVM_POWER_STATE = 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 class PowerVMLPARCreationFailed  exception  NovaException   	added	2.0	1.0	PowerVMLPARCreationFailed exception NovaException 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 return <STR> + BaseCommand  mklv  self  args  	added	1.0	1.0	<STR> + BaseCommand mklv self args 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 instance_name = instance_name  	added	6.0	1.0	instance_name = instance_name 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def test_get_info  self   	added	6.0	1.0	test_get_info self 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 cf_splitter  whitespace_split = True 	added	0.0	0.0	cf_splitter whitespace_split = 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	  returns  tuple - memory info  total_mem  avail_mem  	added	0.0	0.0	returns - memory info total_mem avail_mem 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 related to other calls into the driver  The prime example is to clean 	added	0.0	0.0	related to other calls into the driver The prime example to clean 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def lsdev  self  args = <STR>   	added	2.0	1.0	lsdev self args = <STR> 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 <STR> Constructor  	added	0.0	0.0	<STR> Constructor 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 self  assertEqual  info [ <STR> ]  power_state  RUNNING  	added	0.0	0.0	self assertEqual info [ <STR> ] power_state RUNNING 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 vhost = self _operator  get_vhost_by_instance_id  lpar_id  	added	3.0	1.0	vhost = self _operator get_vhost_by_instance_id lpar_id 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 raise exception  PowerVMInsufficientFreeMemory  	added	3.0	1.0	exception PowerVMInsufficientFreeMemory 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	  param disk  the disk name 	added	0.0	0.0	param disk the disk name 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 self  username = username 	added	0.0	0.0	self username = username 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 lpar_instance = self _operator  get_lpar  instance_name  	added	12.0	1.0	lpar_instance = self _operator get_lpar instance_name 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def create_lpar  self  lpar   	added	1.0	1.0	create_lpar self lpar 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 fake_get_powervm_operator  	added	0.0	0.0	fake_get_powervm_operator 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 % vhost  	added	0.0	0.0	% vhost 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 Return the names of all the instances known to the virtualization 	added	0.0	0.0	Return the names of the instances known to the virtualization 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 data [ <STR> ] = constants  POWERVM_CPU_INFO 	added	0.0	0.0	data [ <STR> ] = constants POWERVM_CPU_INFO 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 instance_name = instance [ <STR> ]  	added	6.0	1.0	instance_name = instance [ <STR> ] 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 from nova  openstack  common import cfg 	added	17.0	1.0	nova openstack common cfg 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 _ create_image  context  instance  image_id  	added	8.0	1.0	_ create_image context instance image_id 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	  param instance_name  Instance name  	added	11.0	1.0	param instance_name Instance name 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 Unless required by applicable law or agreed to in writing  software 	added	2.0	1.0	Unless required by applicable law agreed to writing software 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 else  	added	0.0	0.0	
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 return <STR> + BaseCommand  mkvdev  self  args = args  	added	1.0	1.0	<STR> + BaseCommand mkvdev self args = args 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 POWERVM_MIN_CPUS = <NUM> 	added	1.0	1.0	POWERVM_MIN_CPUS = <NUM> 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 return <STR>  join  conf_data  	added	0.0	0.0	<STR> join conf_data 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 self _operator  remove_lpar  instance_name  	added	10.0	1.0	self _operator remove_lpar instance_name 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 <STR>  disk_used  	added	0.0	0.0	<STR> disk_used 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 conf_data = lpar  to_string   	added	0.0	0.0	conf_data = lpar to_string 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 import shlex 	added	8.0	1.0	shlex 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 <STR> Return a LPAR object by its instance name  	added	1.0	1.0	<STR> Return a LPAR by its instance name 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 <STR>  	added	12.0	1.0	<STR> 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 from nova  virt  powervm import command 	added	25.0	1.0	nova virt powervm command 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 desired_proc_units = cpus_units  	added	1.0	1.0	desired_proc_units = cpus_units 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	  param vhost  a vhost name 	added	1.0	1.0	param vhost a vhost name 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 distributed under the License is distributed on an <STR> BASIS  WITHOUT 	added	2.0	1.0	distributed under the License distributed on an <STR> BASIS WITHOUT 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 FLAGS  register_opts  powervm_opts  	added	13.0	1.0	FLAGS register_opts powervm_opts 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def__ setitem__  self  key  value   	added	0.0	0.0	def__ setitem__ self key value 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 self  run_command  self  command  rmsyscfg  <STR> 	added	5.0	1.0	self run_command self command rmsyscfg <STR> 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 desired_procs = cpus  max_procs = cpus_max  	added	1.0	1.0	desired_procs = cpus max_procs = cpus_max 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 ftp  cwd  remote_dir  	added	0.0	0.0	ftp cwd remote_dir 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 <STR> Virtual ethernet adapter id  	added	0.0	0.0	<STR> Virtual ethernet adapter 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def fake_get_powervm_operator    	added	1.0	1.0	fake_get_powervm_operator 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 its id  	added	0.0	0.0	its 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def__ init__  self  * * kwargs   	added	0.0	0.0	def__ init__ self * * kwargs 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 project_id = instance [ <STR> ]  	added	6.0	1.0	project_id = instance [ <STR> ] 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 def get_host_stats  self  refresh = False   	added	1.0	1.0	get_host_stats self refresh = 
nova	e1df9606c1cb54db6f9e91fb59f0f6c7636b334c	 Copyright <NUM> IBM 	added	3.0	1.0	Copyright <NUM> IBM 
